19,ZjOiXLnT4+7XgRe+hjCxzpsY2+fy2jxAFDgMKNxNtj8=,ZjOiXLnT4+7XgRe+hjCxzpsY2+fy2jxAFDgMKNxNtj8=,ZjOiXLnT4+7XgRe+hjCxzpsY2+fy2jxAFDgMKNxNtj8=
20,QZfNThd+SjhxUZmSnL3YD1F5f0jozxFXp81hxAUlc=,QZfNThd+SjhxUZmSnL3YD1F5f0jozxFXp81hxAUlc=,QZfNThd+SjhxUZmSnL3YD1F5f0jozxFXp81hxAUlc=
21,3324544646,Fight For 1787,FightFor1787
22,Bl6p0SpdndCzFZbjiBgWShGR6HACEftt+FaXyk5mjd0=,Bl6p0SpdndCzFZbjiBgWShGR6HACEftt+FaXyk5mjd0=,Bl6p0SpdndCzFZbjiBgWShGR6HACEftt+FaXyk5mjd0=
23,ApNpYz9o2T9TtiyM9OUGbIgBoMReLukjwqe0W1RsE=,ApNpYz9o2T9TtiyM9OUGbIgBoMReLukjwqe0W1RsE=,ApNpYz9o2T9TtiyM9OUGbIgBoMReLukjwqe0W1RsE=
24,WE5nNlgpTjzDdNyju2aFkiZntfmrbQ3bg198egPRIDE=,WE5nNlgpTjzDdNyju2aFkiZntfmrbQ3bg198egPRIDE=,WE5nNlgpTjzDdNyju2aFkiZntfmrbQ3bg198egPRIDE=
25,6WtKXVMhT3Nmp9JLL1rB92Ih3aTiPGAVleuj8E83xk=,6WtKXVMhT3Nmp9JLL1rB92Ih3aTiPGAVleuj8E83xk=,6WtKXVMhT3Nmp9JLL1rB92Ih3aTiPGAVleuj8E83xk=
26,JIFqPFop5ujzzqY6k0mITt+BQW4bYFuv+d69TBCi0Ws=,JIFqPFop5ujzzqY6k0mITt+BQW4bYFuv+d69TBCi0Ws=,JIFqPFop5ujzzqY6k0mITt+BQW4bYFuv+d69TBCi0Ws=
27,2946944803,Curt Lyman,curt_lyman
28,2980186012,Infidel II 🕋💣🕋💩,CathyTo47590555
29,2sRLcF4rrAbJmYcZudfjCXUkRQkUKcYp6JAwxXxjkOg=,2sRLcF4rrAbJmYcZudfjCXUkRQkUKcYp6JAwxXxjkOg=,2sRLcF4rrAbJmYcZudfjCXUkRQkUKcYp6JAwxXxjkOg=
30,EGqB3sxe9VK8SfpIs4g6kpU41+Y89qz9Z7kkHtXW9Y=,EGqB3sxe9VK8SfpIs4g6kpU41+Y89qz9Z7kkHtXW9Y=,EGqB3sxe9VK8SfpIs4g6kpU41+Y89qz9Z7kkHtXW9Y=
31,3073962091,Bethany Buchan,BuchanBethany
32,KYwAZ8jANLTA3d0rqRw+7Pft2pRWY4G2OwXmQWSLeY=,KYwAZ8jANLTA3d0rqRw+7Pft2pRWY4G2OwXmQWSLeY=,KYwAZ8jANLTA3d0rqRw+7Pft2pRWY4G2OwXmQWSLeY=
33,UxskYSSILo72QpIu9d59Qmsy0sDtiiFpCqo7l4HubA=,UxskYSSILo72QpIu9d59Qmsy0sDtiiFpCqo7l4HubA=,UxskYSSILo72QpIu9d59Qmsy0sDtiiFpCqo7l4HubA=
34,9KUYIOKyzdgKKNUOWTjYkUiS+KPTM7gdbWnvlelyIg=,9KUYIOKyzdgKKNUOWTjYkUiS+KPTM7gdbWnvlelyIg=,9KUYIOKyzdgKKNUOWTjYkUiS+KPTM7gdbWnvlelyIg=
35,8LAZZpVrhEP3JS+Plf2sVgyWXjaq82KbIerM9giM=,8LAZZpVrhEP3JS+Plf2sVgyWXjaq82KbIerM9giM=,8LAZZpVrhEP3JS+Plf2sVgyWXjaq82KbIerM9giM=
36,I6gtRgtS3Bg83WZH4IuatE8maxYB2DNNqC7HlM42bms=,I6gtRgtS3Bg83WZH4IuatE8maxYB2DNNqC7HlM42bms=,I6gtRgtS3Bg83WZH4IuatE8maxYB2DNNqC7HlM42bms=
37,hvu9OBd1oesSFCkorUqYbdHXE24wKkdILjIQZt2klTs=,hvu9OBd1oesSFCkorUqYbdHXE24wKkdILjIQZt2klTs=,hvu9OBd1oesSFCkorUqYbdHXE24wKkdILjIQZt2klTs=
38,xlw34XwxPNgTeGrL+Fjy6gmps6tXfSsTBxEAigSoceA=,xlw34XwxPNgTeGrL+Fjy6gmps6tXfSsTBxEAigSoceA=,xlw34XwxPNgTeGrL+Fjy6gmps6tXfSsTBxEAigSoceA=
39,vsqF3TKJYuRAOh2Ux8kMxzh50Rs76S1TA2vstDTIPs=,vsqF3TKJYuRAOh2Ux8kMxzh50Rs76S1TA2vstDTIPs=,vsqF3TKJYuRAOh2Ux8kMxzh50Rs76S1TA2vstDTIPs=
40,mxYrtPBkTQM3rphJW3MGn5m6E8HxmVXikXiLT1zKA=,mxYrtPBkTQM3rphJW3MGn5m6E8HxmVXikXiLT1zKA=,mxYrtPBkTQM3rphJW3MGn5m6E8HxmVXikXiLT1zKA=
41,qgLEwxevADpCRkr5Yq5NUWMhq4A3ZO5XwPGTL6YI5UE=,qgLEwxevADpCRkr5Yq5NUWMhq4A3ZO5XwPGTL6YI5UE=,qgLEwxevADpCRkr5Yq5NUWMhq4A3ZO5XwPGTL6YI5UE=
42,842112154081853442,The BLACK EMPIRE,TheBLACKEMPIRE2
43,exueFhb40Q47u3oT5kIfiUMcF91qUVu8G42ewVeoRE0=,exueFhb40Q47u3oT5kIfiUMcF91qUVu8G42ewVeoRE0=,exueFhb40Q47u3oT5kIfiUMcF91qUVu8G42ewVeoRE0=
44,WMwwxKyBHjJxjwEXsl7vo7svYMNOVjEofzJcisig8=,WMwwxKyBHjJxjwEXsl7vo7svYMNOVjEofzJcisig8=,WMwwxKyBHjJxjwEXsl7vo7svYMNOVjEofzJcisig8=
45,hXqgtz9qePqvA3v+NXlefAUi5YU92yJiIu7YMMbHZ4s=,hXqgtz9qePqvA3v+NXlefAUi5YU92yJiIu7YMMbHZ4s=,hXqgtz9qePqvA3v+NXlefAUi5YU92yJiIu7YMMbHZ4s=
46,BNkstYxsv5hU0dml0HQuN4nY+saSlvox0ZixVfUeE=,BNkstYxsv5hU0dml0HQuN4nY+saSlvox0ZixVfUeE=,BNkstYxsv5hU0dml0HQuN4nY+saSlvox0ZixVfUeE=
47,O7XQ4a9yAMmqyYuXkQPjqEpFaiSdsc+0J0u4yERBDl8=,O7XQ4a9yAMmqyYuXkQPjqEpFaiSdsc+0J0u4yERBDl8=,O7XQ4a9yAMmqyYuXkQPjqEpFaiSdsc+0J0u4yERBDl8=
48,yuiV8FsCp8jUOnB7+jKjfy1eO7NaKbeTIEo6FFrDLB4=,yuiV8FsCp8jUOnB7+jKjfy1eO7NaKbeTIEo6FFrDLB4=,yuiV8FsCp8jUOnB7+jKjfy1eO7NaKbeTIEo6FFrDLB4=
49,jjLaoPuw+TrbcnPno84NV4ZoqjFu7co9hgmrZblRc=,jjLaoPuw+TrbcnPno84NV4ZoqjFu7co9hgmrZblRc=,jjLaoPuw+TrbcnPno84NV4ZoqjFu7co9hgmrZblRc=
50,g2jnF9CvstFoRy0or+Ic76Aal9rDTO3adeYefrTkkag=,g2jnF9CvstFoRy0or+Ic76Aal9rDTO3adeYefrTkkag=,g2jnF9CvstFoRy0or+Ic76Aal9rDTO3adeYefrTkkag=
51,2W3vvJbMiwnoWmJ9VfKxpgrSRKytNRYM9UoL9c+qbA=,2W3vvJbMiwnoWmJ9VfKxpgrSRKytNRYM9UoL9c+qbA=,2W3vvJbMiwnoWmJ9VfKxpgrSRKytNRYM9UoL9c+qbA=
52,jYPYQt+1HShLsfSQZ4+qxZWwVvn3rbTFhTcygJ6zM=,jYPYQt+1HShLsfSQZ4+qxZWwVvn3rbTFhTcygJ6zM=,jYPYQt+1HShLsfSQZ4+qxZWwVvn3rbTFhTcygJ6zM=
53,uGVWdsm71w6UDTIBEURHQ34VTGyIeziYC5JgpmSGxc=,uGVWdsm71w6UDTIBEURHQ34VTGyIeziYC5JgpmSGxc=,uGVWdsm71w6UDTIBEURHQ34VTGyIeziYC5JgpmSGxc=
54,RwC36XORc8voSZDJwBj7DX8cx5olCW2PoWorOqwUtBk=,RwC36XORc8voSZDJwBj7DX8cx5olCW2PoWorOqwUtBk=,RwC36XORc8voSZDJwBj7DX8cx5olCW2PoWorOqwUtBk=
55,831177302482513922,Firas Samuri,FirasSamuri
56,LT5O02bvEFFcxz113yfxwGPa05i3QzsBSe34f6JnGE=,LT5O02bvEFFcxz113yfxwGPa05i3QzsBSe34f6JnGE=,LT5O02bvEFFcxz113yfxwGPa05i3QzsBSe34f6JnGE=
57,VPvs1ZY9cYJzGu9HOPW2icg0IqMUZwEv8yzzQx+e7I4=,VPvs1ZY9cYJzGu9HOPW2icg0IqMUZwEv8yzzQx+e7I4=,VPvs1ZY9cYJzGu9HOPW2icg0IqMUZwEv8yzzQx+e7I4=
58,SOTRIklV4JWuYX0xaiNLuonDtaoX8ojrkZsoHlQmNxs=,SOTRIklV4JWuYX0xaiNLuonDtaoX8ojrkZsoHlQmNxs=,SOTRIklV4JWuYX0xaiNLuonDtaoX8ojrkZsoHlQmNxs=
59,3074675989,Gina Walls,wallisgianna
60,+g7kR98frX78++su131dwspvNDg8c1i6DrnQH13bdI=,+g7kR98frX78++su131dwspvNDg8c1i6DrnQH13bdI=,+g7kR98frX78++su131dwspvNDg8c1i6DrnQH13bdI=
61,htn22A68vr5W+5d2aeR++z90pRGYaXvJNDtciPoROb4=,htn22A68vr5W+5d2aeR++z90pRGYaXvJNDtciPoROb4=,htn22A68vr5W+5d2aeR++z90pRGYaXvJNDtciPoROb4=
62,dYuBeEwAjP5dSGghSqt1K8RIdQqtSniJjKCZXjKlHSU=,dYuBeEwAjP5dSGghSqt1K8RIdQqtSniJjKCZXjKlHSU=,dYuBeEwAjP5dSGghSqt1K8RIdQqtSniJjKCZXjKlHSU=
63,DOYgMOB6XHbzNYHYoO2LP2phDCizV1iQyYK+k007jik=,DOYgMOB6XHbzNYHYoO2LP2phDCizV1iQyYK+k007jik=,DOYgMOB6XHbzNYHYoO2LP2phDCizV1iQyYK+k007jik=
64,g5SAI4hrqLX4JJsfBNQASNSjjFlhVbJTboPFVxZe2XA=,g5SAI4hrqLX4JJsfBNQASNSjjFlhVbJTboPFVxZe2XA=,g5SAI4hrqLX4JJsfBNQASNSjjFlhVbJTboPFVxZe2XA=
65,WBiwNbWQTub+UdpJrtmq6jvOMgJF1zIZ5kqqVIqOt4I=,WBiwNbWQTub+UdpJrtmq6jvOMgJF1zIZ5kqqVIqOt4I=,WBiwNbWQTub+UdpJrtmq6jvOMgJF1zIZ5kqqVIqOt4I=
66,MY75UC9s1xAxzhGWa9OvT+nNN+mQ+Wscu5HPbUXfyww=,MY75UC9s1xAxzhGWa9OvT+nNN+mQ+Wscu5HPbUXfyww=,MY75UC9s1xAxzhGWa9OvT+nNN+mQ+Wscu5HPbUXfyww=
67,S1wLS7PPJYfgmhjmmC0N8y5wGDKRNMYt+8+ga8dGQU=,S1wLS7PPJYfgmhjmmC0N8y5wGDKRNMYt+8+ga8dGQU=,S1wLS7PPJYfgmhjmmC0N8y5wGDKRNMYt+8+ga8dGQU=
68,c55kZ6ZRXlASq5mZIW53LnWKjYRIhXE9gm23kkDy0pA=,c55kZ6ZRXlASq5mZIW53LnWKjYRIhXE9gm23kkDy0pA=,c55kZ6ZRXlASq5mZIW53LnWKjYRIhXE9gm23kkDy0pA=
69,5pV0hiEhK4LdI9wFDn39o3vq7N3XHS3PcUbpDt9RFs=,5pV0hiEhK4LdI9wFDn39o3vq7N3XHS3PcUbpDt9RFs=,5pV0hiEhK4LdI9wFDn39o3vq7N3XHS3PcUbpDt9RFs=
70,YlXS0UKGY8XbAJ0iyGxX6j4d7VNvvPgIyOt0AdWU=,YlXS0UKGY8XbAJ0iyGxX6j4d7VNvvPgIyOt0AdWU=,YlXS0UKGY8XbAJ0iyGxX6j4d7VNvvPgIyOt0AdWU=
71,lph+DALEcQDhvpEuGgS+k7K7U3fT29PKDiwLz37cqAM=,lph+DALEcQDhvpEuGgS+k7K7U3fT29PKDiwLz37cqAM=,lph+DALEcQDhvpEuGgS+k7K7U3fT29PKDiwLz37cqAM=
72,cSIJxicNyNa8eYE9tRRM8QmQpwcbGH20htSp7SyLUy4=,cSIJxicNyNa8eYE9tRRM8QmQpwcbGH20htSp7SyLUy4=,cSIJxicNyNa8eYE9tRRM8QmQpwcbGH20htSp7SyLUy4=
73,pLiJ5xR88PuQCcdUIaAvLOFPEosQOC56LzI6DZXjbfI=,pLiJ5xR88PuQCcdUIaAvLOFPEosQOC56LzI6DZXjbfI=,pLiJ5xR88PuQCcdUIaAvLOFPEosQOC56LzI6DZXjbfI=
74,jHg143rnlEAFaEedvRVwXf5R3tmaYu2rlWImzwdPKNA=,jHg143rnlEAFaEedvRVwXf5R3tmaYu2rlWImzwdPKNA=,jHg143rnlEAFaEedvRVwXf5R3tmaYu2rlWImzwdPKNA=
75,tNt42WwC2vBnO7RROgisAgh1W9WXT5LjVvbg3rr+u9I=,tNt42WwC2vBnO7RROgisAgh1W9WXT5LjVvbg3rr+u9I=,tNt42WwC2vBnO7RROgisAgh1W9WXT5LjVvbg3rr+u9I=
76,jvChBCW2esWzS3TKCdO8+duMot0QEJ1FuQ2vTHNhvDI=,jvChBCW2esWzS3TKCdO8+duMot0QEJ1FuQ2vTHNhvDI=,jvChBCW2esWzS3TKCdO8+duMot0QEJ1FuQ2vTHNhvDI=
77,KltzFiHhxAQvN2LAwAefMisak1OBtwgjDbCvIzV2mM=,KltzFiHhxAQvN2LAwAefMisak1OBtwgjDbCvIzV2mM=,KltzFiHhxAQvN2LAwAefMisak1OBtwgjDbCvIzV2mM=
78,zni6BBv0PO12v1kyIPUT+cxsNq4eSzg+lBEjEunP9J4=,zni6BBv0PO12v1kyIPUT+cxsNq4eSzg+lBEjEunP9J4=,zni6BBv0PO12v1kyIPUT+cxsNq4eSzg+lBEjEunP9J4=
79,CRLdvJh+9jfGRV54mAieUn0JPPrkoAKkTmzQVxYLSo=,CRLdvJh+9jfGRV54mAieUn0JPPrkoAKkTmzQVxYLSo=,CRLdvJh+9jfGRV54mAieUn0JPPrkoAKkTmzQVxYLSo=
80,aX6aJW9XCuIvy9FstTfV0lVZDLMAcy7HNk2vcPcIZ5c=,aX6aJW9XCuIvy9FstTfV0lVZDLMAcy7HNk2vcPcIZ5c=,aX6aJW9XCuIvy9FstTfV0lVZDLMAcy7HNk2vcPcIZ5c=
81,7Nq2yqr77ZQviDtJ1EQPcCwgL3mXKvgZLJBH8W7c8=,7Nq2yqr77ZQviDtJ1EQPcCwgL3mXKvgZLJBH8W7c8=,7Nq2yqr77ZQviDtJ1EQPcCwgL3mXKvgZLJBH8W7c8=
82,DnNBoEfMpcUsPu+LR2YybHJC9abbjX3wU126AlZJqA=,DnNBoEfMpcUsPu+LR2YybHJC9abbjX3wU126AlZJqA=,DnNBoEfMpcUsPu+LR2YybHJC9abbjX3wU126AlZJqA=
83,uekFxcbtR5sj0qFVjOchnz2zhYuHsIPwMGc++XM6U8=,uekFxcbtR5sj0qFVjOchnz2zhYuHsIPwMGc++XM6U8=,uekFxcbtR5sj0qFVjOchnz2zhYuHsIPwMGc++XM6U8=
84,9zeFOFTrAPlPBSFZtfMRsXF0pWWGQ60BaGMPGC2Pvo=,9zeFOFTrAPlPBSFZtfMRsXF0pWWGQ60BaGMPGC2Pvo=,9zeFOFTrAPlPBSFZtfMRsXF0pWWGQ60BaGMPGC2Pvo=
85,ffnm5GNtpwCFLCdB1Zc92Ajtj90aS8cTzSciSZiQ+aE=,ffnm5GNtpwCFLCdB1Zc92Ajtj90aS8cTzSciSZiQ+aE=,ffnm5GNtpwCFLCdB1Zc92Ajtj90aS8cTzSciSZiQ+aE=
86,1stZe0soP1WDfKZETbi5gw7uz6l6y9sytLkVH5NWxQ0=,1stZe0soP1WDfKZETbi5gw7uz6l6y9sytLkVH5NWxQ0=,1stZe0soP1WDfKZETbi5gw7uz6l6y9sytLkVH5NWxQ0=
87,H3jh4oHegEjgjAYVMxLUuxvFF5c7sB0ii2ZsqNRojc=,H3jh4oHegEjgjAYVMxLUuxvFF5c7sB0ii2ZsqNRojc=,H3jh4oHegEjgjAYVMxLUuxvFF5c7sB0ii2ZsqNRojc=
88,aX+o4MEU0jsv3nWf6rkY9XdnJo+lUKxMZ3dB4rKPeIg=,aX+o4MEU0jsv3nWf6rkY9XdnJo+lUKxMZ3dB4rKPeIg=,aX+o4MEU0jsv3nWf6rkY9XdnJo+lUKxMZ3dB4rKPeIg=
89,9BRcpMfy5xpUYT4q90FyHWy+mkuq2KfX7Vx776z1Hzo=,9BRcpMfy5xpUYT4q90FyHWy+mkuq2KfX7Vx776z1Hzo=,9BRcpMfy5xpUYT4q90FyHWy+mkuq2KfX7Vx776z1Hzo=
90,UHpbr53H+Tq3A8WsQuutER3AZ3U4kk8rvvIcZoXyYW4=,UHpbr53H+Tq3A8WsQuutER3AZ3U4kk8rvvIcZoXyYW4=,UHpbr53H+Tq3A8WsQuutER3AZ3U4kk8rvvIcZoXyYW4=
91,IIA4xrn66xCn8e7DtUdpfLZ5UiXsEiQ4XxLEQi10gaI=,IIA4xrn66xCn8e7DtUdpfLZ5UiXsEiQ4XxLEQi10gaI=,IIA4xrn66xCn8e7DtUdpfLZ5UiXsEiQ4XxLEQi10gaI=
92,i9e31vE8rs3khHDmcXVcr2d+LEW40lIQtJWjP41QfTw=,i9e31vE8rs3khHDmcXVcr2d+LEW40lIQtJWjP41QfTw=,i9e31vE8rs3khHDmcXVcr2d+LEW40lIQtJWjP41QfTw=
93,uLjDD52faldRMo2FYs1Ga8g8UMlHy28M6pEKd1sbQ0=,uLjDD52faldRMo2FYs1Ga8g8UMlHy28M6pEKd1sbQ0=,uLjDD52faldRMo2FYs1Ga8g8UMlHy28M6pEKd1sbQ0=
94,EMTNI6PMDf4VFTxQnXzt0pPrf5gIdEtqLJdbf2ZasM=,EMTNI6PMDf4VFTxQnXzt0pPrf5gIdEtqLJdbf2ZasM=,EMTNI6PMDf4VFTxQnXzt0pPrf5gIdEtqLJdbf2ZasM=
95,Gqzye1esdiuzTdzYgWK3KmzdKAirPtwaneaCpQrgyg=,Gqzye1esdiuzTdzYgWK3KmzdKAirPtwaneaCpQrgyg=,Gqzye1esdiuzTdzYgWK3KmzdKAirPtwaneaCpQrgyg=
96,iH7Z0lyh1Of3oG5gfSkktma96sjOoJODoqjpcPsBx4=,iH7Z0lyh1Of3oG5gfSkktma96sjOoJODoqjpcPsBx4=,iH7Z0lyh1Of3oG5gfSkktma96sjOoJODoqjpcPsBx4=
97,5SvKZUtad+wwTnbnYlhzLjOr8ljo9+V2EMYNKslHUpQ=,5SvKZUtad+wwTnbnYlhzLjOr8ljo9+V2EMYNKslHUpQ=,5SvKZUtad+wwTnbnYlhzLjOr8ljo9+V2EMYNKslHUpQ=
98,dd5ZIk+ToWBsrJrTH3eow3DUwg0YDnux3VXycN9yoxQ=,dd5ZIk+ToWBsrJrTH3eow3DUwg0YDnux3VXycN9yoxQ=,dd5ZIk+ToWBsrJrTH3eow3DUwg0YDnux3VXycN9yoxQ=
99,YRMB4EIGaKOenuugakNsjQMtBJvLtQQqt8bpjPJlJbo=,YRMB4EIGaKOenuugakNsjQMtBJvLtQQqt8bpjPJlJbo=,YRMB4EIGaKOenuugakNsjQMtBJvLtQQqt8bpjPJlJbo=
100,3076148090,Cooper Bullock,CooperBullock
101,0nvfbq6y+SsF7voCKLeKnWfiKkzJAuN8xCgUOGyyTA=,0nvfbq6y+SsF7voCKLeKnWfiKkzJAuN8xCgUOGyyTA=,0nvfbq6y+SsF7voCKLeKnWfiKkzJAuN8xCgUOGyyTA=
102,ncNndRszG1gch06mGEXSR6qusYv45dB+YsxoIUwfTTA=,ncNndRszG1gch06mGEXSR6qusYv45dB+YsxoIUwfTTA=,ncNndRszG1gch06mGEXSR6qusYv45dB+YsxoIUwfTTA=
103,fdM++G97qg84OpHihv2benLFRWQRjzgnkxyi52jdZoI=,fdM++G97qg84OpHihv2benLFRWQRjzgnkxyi52jdZoI=,fdM++G97qg84OpHihv2benLFRWQRjzgnkxyi52jdZoI=
104,876XNeOSoNheoizqOw7WGm6wDLGcQNZ2URpVSXWjN4=,876XNeOSoNheoizqOw7WGm6wDLGcQNZ2URpVSXWjN4=,876XNeOSoNheoizqOw7WGm6wDLGcQNZ2URpVSXWjN4=
105,8Dfi3473teuOdG9zS7Lys7gKKCOJKN2m9qzkzKYb9+4=,8Dfi3473teuOdG9zS7Lys7gKKCOJKN2m9qzkzKYb9+4=,8Dfi3473teuOdG9zS7Lys7gKKCOJKN2m9qzkzKYb9+4=
106,pH+m09OqwMSUr1ieZiZmPxi2oqCh5JU3FFWN3WaFo=,pH+m09OqwMSUr1ieZiZmPxi2oqCh5JU3FFWN3WaFo=,pH+m09OqwMSUr1ieZiZmPxi2oqCh5JU3FFWN3WaFo=
107,VSWKBtn4BeqyN4yDeclz8fu53kJpsLI2N+iOwSXTjm8=,VSWKBtn4BeqyN4yDeclz8fu53kJpsLI2N+iOwSXTjm8=,VSWKBtn4BeqyN4yDeclz8fu53kJpsLI2N+iOwSXTjm8=
108,T6W98sRN2WieaVcy2kvHYfFqwP63w8M0ayW5z7vqzA=,T6W98sRN2WieaVcy2kvHYfFqwP63w8M0ayW5z7vqzA=,T6W98sRN2WieaVcy2kvHYfFqwP63w8M0ayW5z7vqzA=
109,8U9dNLdjdkce409RVK1q180h3x4vDPSfyRB7Bw4IDkc=,8U9dNLdjdkce409RVK1q180h3x4vDPSfyRB7Bw4IDkc=,8U9dNLdjdkce409RVK1q180h3x4vDPSfyRB7Bw4IDkc=
110,fsl62quBjxrxxmAG47Cto6l1oUv4uVoU65JeUvNrUK0=,fsl62quBjxrxxmAG47Cto6l1oUv4uVoU65JeUvNrUK0=,fsl62quBjxrxxmAG47Cto6l1oUv4uVoU65JeUvNrUK0=
111,2958636530,Herlinda Coyle,CoyleHerlinda
112,MQTT9icm+Q5MzW9NUgAHaMWLWsHq397A2iljmnTkRs=,MQTT9icm+Q5MzW9NUgAHaMWLWsHq397A2iljmnTkRs=,MQTT9icm+Q5MzW9NUgAHaMWLWsHq397A2iljmnTkRs=
113,WlloRivprxzDTiPVYqloFdVwSIN8cHNxgTZJW8N5xI0=,WlloRivprxzDTiPVYqloFdVwSIN8cHNxgTZJW8N5xI0=,WlloRivprxzDTiPVYqloFdVwSIN8cHNxgTZJW8N5xI0=
114,yokt3bFRAH9k0gYti4VMowFSWVt7Hfv6edlo92rsaw8=,yokt3bFRAH9k0gYti4VMowFSWVt7Hfv6edlo92rsaw8=,yokt3bFRAH9k0gYti4VMowFSWVt7Hfv6edlo92rsaw8=
115,yjxwJBdqQgtGbJIozVTuYw23B+DY557Nz8lZeJ4jsJg=,yjxwJBdqQgtGbJIozVTuYw23B+DY557Nz8lZeJ4jsJg=,yjxwJBdqQgtGbJIozVTuYw23B+DY557Nz8lZeJ4jsJg=
116,g8MQMraWHCyjUxDbyJMzIqU1KnWQjWc5JFN15eN6nIw=,g8MQMraWHCyjUxDbyJMzIqU1KnWQjWc5JFN15eN6nIw=,g8MQMraWHCyjUxDbyJMzIqU1KnWQjWc5JFN15eN6nIw=
117,mAEAuftOTDqZB7sCNr2iSP3THbRyOYG62dPJvcgLtBw=,mAEAuftOTDqZB7sCNr2iSP3THbRyOYG62dPJvcgLtBw=,mAEAuftOTDqZB7sCNr2iSP3THbRyOYG62dPJvcgLtBw=
118,UWGgFlTybpBOdSlFHuGRFYZYjSEg0OAz7ODA8SdrEAQ=,UWGgFlTybpBOdSlFHuGRFYZYjSEg0OAz7ODA8SdrEAQ=,UWGgFlTybpBOdSlFHuGRFYZYjSEg0OAz7ODA8SdrEAQ=
